source_offset,source_id,content_group,marker_stratum,restrictive_notice,open_licence_marker,public_domain_marker,government_copyright_marker,copyright_marker,first_marker_offset,marker_within_initial_120k,classification_tied,script_group,prompt_chars,domains
1743,f599af8486afbc57b6f569c35017d117d82b2d22fc054928,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,3189,True,False,latin_or_other,119691,
1744,d251175ff81739fa19074dc43182fd2edfa385c56e676822,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,635,True,True,latin_or_other,37669,peeron.com
1745,29d16a613c93d090e9a00fadd669e8893a9d24a82c49f9e6,software/code/technical-QA,explicit_restrictive_notice,True,False,False,False,True,15056,True,False,han,95665,
1756,75a1124517a8d675e7a42ceee9f8199b906a2e01f757c0d7,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,489,True,False,latin_or_other,87957,innertraditions.com
1762,d50ee32c6b98cfe7ea995886f571f4509ab21f2bf852657b,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,608,True,False,latin_or_other,31621,
1764,1fad67772219227a07b0fd325a6507d20d46993ba3321aee,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2692,True,False,latin_or_other,17353,
1767,b6b1388a03c908798a44682c9efce4a8100607a734a30940,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,57990,True,False,latin_or_other,63785,en.wikipedia.org
1768,a5b1f95e5d74308c66d68b30fc852962568c3982fb29923d,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,90398,True,False,latin_or_other,141442,canton.edu;highered.nysed.gov;justice.gov;researchguides.canton.edu;s3.amazonaws.com;socialresearchmethods.net;textbooks.opensuny.org
1776,45cd679733789e019ac505478ba5eebc5fa2463e0197eb14,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1908,True,False,latin_or_other,130004,
1792,dee4d078f9d2503a5f67dce3576bda9e5fb5df11ea77a675,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,3522,True,False,latin_or_other,273248,bahrain.bh;bdb-bh.com;blmi.lmra.bh;cbb.gov.bh;data.gov.bh;data.icao.int;data.imf.org;investmentpolicy.unctad.org;legalaffairs.gov.bh;mofne.gov.bh;mumtalakat.bh;nbr.gov.bh;nhra.bh;noga.gov.bh;nogaholding.com;s3-eu-west-1.amazonaws.com;sce.gov.bh;sijilat.com;tbtims.wto.org.products;worldbank.org
1793,f220b916a79fde1c49730ca18bedf2b93c7b876587a8ff0b,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,7,True,False,latin_or_other,95191,lernerbooks.com
1798,0890bdb3063300d514506ff1cb14f5e7c511168d20f00664,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,14,True,False,han,59632,iresearch.com.cn
1807,99a8ea568ea81755b3bdea536c5d81cfd330c5127e5a55a4,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,13466,True,False,latin_or_other,89931,aphis.usda.gov;ers.usda.gov;nbiap.vt.edu;ostp.gov;www4.od.nih.gov
1808,478bd08f0c321639e4ea2c4652de847e3a02e9630adff51a,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1378,True,False,latin_or_other,45960,
1814,6aa8a246366f55ffce6bcd8c23b2c4732f5bc2bac74fea0d,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,5267,True,False,latin_or_other,74778,dx.doi.org;mccrone.com;ngac.org.cn
1819,e30f63a2d5d06bcc8004bd73e0283bad7bbc31a9ff9ae5da,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,56,True,False,latin_or_other,98359,asiafoods.com;asianwok.com;dmoz.org;geocities.com;indiangrocerynet.com;orientalfoodexpress.com;orientalpantry.com;periplus.com;pilipinomart.com;templeofthai.com;thaigrocer.com;tuttlepublishing.com;zestyfoods.com
1822,70a63b64236beb0fcef73d92d45fde337e44769542dd4e01,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,113,True,False,latin_or_other,56483,youtube.com
1833,4a1869ec36df8e35f81f856255046dc3d095526733f2d7f6,public-domain/library,explicit_public_domain_marker,False,False,True,False,True,361,True,True,latin_or_other,57129,pgdp.net
1838,37feb41c3e4fdba6bd23b8f8e3f47ddf5f0da9a9a8abd0d9,scholarly/research,mixed_restrictive_and_open_or_public,True,False,True,False,True,60612,True,False,latin_or_other,64836,penguin.com
1841,0b176ae65bbc74ae7275cff26740d04852b77e64513b337d,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,15629,True,False,han,15695,46wxm.cn;jxyy.edu.cn
1869,8e4239ab2a2aeb325ebf7039b125141760e16de8a9ef59e4,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1209,True,False,latin_or_other,62503,doverpublications.com
1877,3fcf1f3707f99544006193faa0c8497eb80c1fb3bcf5a686,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1221,True,False,latin_or_other,209106,arb.ca.gov;cawateraction.org;ciel-et-terre.net;energy.ca.gov;energypedia.info;esd.worldbank.org;fao.org;icimod.org;juhudikilimo.com;lorentz.de;microfinancegateway.org;mid.org;news.trust.org;peeracod.sn;pumpefficiency.org;solaropia.com;water.ca.gov;weforum.org
1890,1ee831120429d03abaac4c0280629aca2b3a61395474cdcf,manual/technical documentation,explicit_restrictive_notice,True,False,False,False,True,0,True,True,han,79383,
1897,352301449e82a335f0263718326b1f2f2ad376e4f8857568,books/literary/publisher,mixed_restrictive_and_open_or_public,True,False,True,False,True,1688,True,False,latin_or_other,179500,21stcentury.state.pa.us;access.gpo.gov;biodiversitypartners.org;biodiversityproject.org;biology.usgs.gov;bionet-us.org;ceres.ca.gov;chicagowilderness.org;dnr.state.il.us;dnr.state.md.us;dnrec.state.de.us;eli.org;esa.sdsc.edu;fisheries.fws.gov;fws.gov;gap.uidaho.edu;geoplan.ufl.edu;indianabiodiversity.org;invasivespecies.gov;natureserve.org;nbii.gov;nmfs.noaa.gov;nr.state.ky.us;nysm.nysed.gov;partners.fws.gov;publicconversations.org;reeusda.gov;research.amnh.org;rndhouse.nrcs.usda.gov;state.ma.us;state.nj.us;teaming.com;wcs.org;wws.princeton.edu;www2.hawaii.edu
1898,1c415d736d0e8e1ea4456a548665da663b3ec9ab008d634c,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,228178,False,False,latin_or_other,290774,tn.diversitysoftware.com;tn.gov;tntap.tn.gov
1906,bce77b9c14f8c922009c0f8a707097379214e5bd65c3f827,government/legal/procurement,government_copyright_notice,False,False,False,True,True,23492,True,True,latin_or_other,250442,assets.publishing.service.gov.uk;eci.ox.ac.uk;englandsnortheast.co.uk;everybarn.yorkshiredales.org.uk;magic.defra.gov.uk;nuclnp.org.uk;publications.parliament.uk;yorkshiredales.org.uk
1909,9b007d366d1d405a53a7173a37324ed1ad441400d2d32637,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,33,True,False,latin_or_other,94439,chroniclebooks.com;lccn.loc.gov
1928,642be4f17eda56e0c5351a5e5e008e906f9c305d038f7a8f,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,50100,True,True,latin_or_other,51050,randomhouse.com
1941,4cb825b647adcb2b9395131b5e3e607af7bb393689218db4,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,148,True,False,latin_or_other,62290,facebook.com;twitter.corn
1949,037f397c97ffa03160d8c1494072d6c03e49efc59264f7cb,government/legal/procurement,explicit_open_licence_marker,False,True,False,False,True,37268,True,False,latin_or_other,234187,co.moc.gov.kh;facebook.com;naccambodia.gov.kh;tools.customs.gov.kh
1950,94c1f275f2e287beaa54af2eb9dc3a07f3cb5e8ca0066c51,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,179,True,False,latin_or_other,58593,austinmacauley.com
1965,748a0b3919ca0d9a24c056986a832d2ef172294f4a5e3d31,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,36547,True,True,latin_or_other,36746,blog.moneysmart.sg
1977,90f06f3825a336eebd8e2ef4d3bee927b187e69abfeba17e,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,13993,True,False,han,14053,
1980,eedce6e60b22d56f9cef274a45129c2b5fee5fd5ded8ad53,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1072,True,False,latin_or_other,255734,carpentries.org;doi.org;nap.edu.copyright;nasa.gov;nationalacademies.org;nationalacademies.org.consensus;nist.gov;obamawhitehouse.archives.gov;strategy.data.gov;youtu.be
1983,d3dec8d678ff7ae87c9ed42acf9341b9e859863a5eee0119,scholarly/research,explicit_public_domain_marker,False,False,True,False,True,3834,True,False,latin_or_other,129710,
1989,ff9b8898999fe16eb20e0df4adc82689a07e71bbfb1c44e3,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,55748,
1994,b4e144497278bfd53de325ca6901bc25f98f94b391b7c360,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,15721,True,False,han,16046,chinazhaokao.com
1995,9939c0a4f0adcf96bf9f5a66e8b7bbbe01eae6e68f2e20de,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,74276,True,False,latin_or_other,76324,currency.com.au;integraldms.com
2000,2e62e8c9123d219467854f1093152cd2cf17e4ad90f35f9f,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1142,True,True,latin_or_other,150402,
2002,ac64861e0dabe41afab1c5c8159573f33fe8e02ba84effda,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,12879,True,False,han,36957,urgc.net
2010,7f8e1b20ab1df833615226d1e31f1e80956b2a180bdd372b,government/legal/procurement,explicit_open_licence_marker,False,True,False,False,True,514,True,False,latin_or_other,309003,abc.net.au;abs.gov.au;acara.edu.au;adelaide.edu.au;ahl.gov.au;aitsl.edu.au;anything.tas.gov.au;aph.gov.au;apo.org.au;assoa.nt.edu.au;cep.org.au;cewa.edu.au;cg.catholic.edu.au;cgc.gov.au;cns.catholic.edu.au;creativecommons.org;dese.gov.au;det.wa.edu.au;downloads.wairc.wa.gov.au;eb.qcec.catholic.edu.au;edresearch.edu.au;education.act.gov.au;education.gov.au;education.nsw.gov.au;education.qld.gov.au;education.sa.gov.au;education.vic.gov.au;education.wa.edu.au;farreragri-h.schools.nsw.gov.au;files.eric.ed.gov;forms.wairc.wa.gov.au;foundingdocs.gov.au;frrr.org.au;health.gov.au;lawlink.nsw.gov.au;legislation.gov.au;ministers.dese.gov.au;nhulunbuyhighschool.com;npyec.org.au;nswtf.org.au;ocpe.nt.gov.au;oecd.org;pc.gov.au;policies.education.nsw.gov.au;qirc.qld.gov.au;read.oecd-ilibrary.org;research.acer.edu.au;servicesaustralia.gov.au;study.vic.gov.au;teach.qld.gov.au;telethonkids.org.au;tic.tas.gov.au;vuir.vu.edu.au;web.archive.org;www2.health.vic.gov.au
2011,8ec828a1449564ee455c86e6ea2fae25d3d4d4e37bbdff40,scholarly/research,explicit_public_domain_marker,False,True,True,False,True,1660,True,False,latin_or_other,253136,
2013,fe9781259c496c35b95d190e37b4cc4c8cc39f3964b1a376,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,108757,True,True,latin_or_other,109831,randomhouse.com;ruthsanderson.com;steppingstonesbooks.com
2020,bc2c1cfded8c6924285354b9c8d6c354e0591ef00bb174b4,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,149,True,False,latin_or_other,33549,tajbooks.com;tajminibooks.com
2023,118ce5b838b267fc32aee75620916471d8dd3a8f990c2d49,software/code/technical-QA,explicit_restrictive_notice,True,False,False,False,True,16373,True,False,latin_or_other,18841,facebook.com;instagram.com;w3layouts.com
2028,fd695f464df7bcde0a072525c7fc83782fb8b106bbd3d789,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1475,True,False,latin_or_other,113144,arcadiapublishing.com;imagesofamerica.com
2030,f4d64d7294625a164a9a284284ef49c25cd5e5e135f979eb,software/code/technical-QA,explicit_public_domain_marker,False,False,True,False,True,28716,True,False,latin_or_other,42277,jahaines.blogspot.in;sqlserver2000.databases.aspfaq.com;sqlservercentral.com;sqlshack.com
2031,7c078711311df4ec952b64a2789b85627a91ae3771cfdd95,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,6155,True,False,latin_or_other,23909,l.facebook.com;robinj1995.sinners.be;telefonica.cl;username.sinners.be
2032,709ad10996b29ee9642d5afe539cc5a7bb637f210e8df1b0,public-domain/library,mixed_restrictive_and_open_or_public,True,False,True,False,True,179,True,False,latin_or_other,111121,gutenberg.net;ibiblio.org;promo.net
2035,c790ebb1f6ea23f0569ad110e3811571f5bcdb66201ffdcb,education/course/textbook,generic_copyright_or_bibliographic_marker,False,False,False,False,True,17715,True,False,latin_or_other,132139,ancient.eu;commonsense.org;crisisprevention.com;dosomething.org;erroluys.com;fasttrackteaching.com;fbmarketplace.org;history.com;icivics.org;mdek12.org;nationalww2museum.org;nimh.nih.gov;owl.purdue.edu;pbs.org;rethinkstigma.org;skypeascientist.com;springfieldschool.org;ssla.ca;striking-women.org;teenlife.com;timelessmyths.com;tinyurl.com;youtu.be
2038,0e6b70909f67fcc01b6701cdda832ec270382b8dbb0d1041,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,15791,True,False,latin_or_other,238180,legacyhousingcorp.com.our
2065,a8de0d74a8db1912ef9ca9bf38353499260a58f949a7b23d,scholarly/research,explicit_open_licence_marker,False,True,False,False,True,153514,False,False,latin_or_other,168395,adhb.health.nz;cdhb.health.nz;health.govt.nz;iris.wpro.who.int;minhealthnz.shinyapps.io;pacificperspectives.co.nz;scoop.co.nz;stuff.co.nz;surv.esr.cri.nz;who.int
2068,c189c7a7c0197944999a2f6c5f7d304fb1ea408e2a1598af,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,76006,True,False,latin_or_other,122612,
2072,86eb9b43ebfdce87e06f86ce3f9d52cea3261a6feed4195b,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,778,True,False,latin_or_other,95911,5thuscc.net;arcadiapublishing.com
2080,dc381baeb55e649a8c834498475f89392ed62adde98f7ee0,corporate/financial/ESG,mixed_restrictive_and_open_or_public,True,True,False,False,True,226787,False,False,latin_or_other,228534,cebic.vic.gov.au.figure;creativecommons.org;dtf.vic.gov.au;ibac.vic.gov.auphone;sustainability.vic.gov.au
2086,3684d390eb9cbf5e65704ea22010a098d3f70d01f0cc26b6,education/course/textbook,explicit_open_licence_marker,False,True,False,False,True,478,True,True,han,13385,
2095,ba633d73b2ffc41af83652e9026cf8a8d8eca9801720e30a,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,70,True,False,latin_or_other,98592,addresources.org;chadd.org;lccn.loc.gov;ptscoaching.com;understood.org
2111,8560c27c24d46a0ed0f87031af623b5e98b1521024aeefba,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,16363,True,False,han,57375,hlyzztb.com;qjq.gov.cn;qzggzy.com;tseal.cn
2126,ab60aa5807cd66c639980839ebfb47c554dc9db3481783de,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1063,True,False,latin_or_other,31606,
2136,6ddef0c81049af9a1dd23cb721b942c7c2413572ffb3bc27,software/code/technical-QA,explicit_open_licence_marker,False,True,False,False,True,21926,True,False,latin_or_other,25820,cdn.jsdelivr.net;creativecommons.org;disqus.com;en.wikipedia.org;facebook.com;github.com;gnu.org;ibug.io;ibugone.disqus.com;jekyllrb.com;linkedin.com;mademistakes.com;notes.ibug.io;pagead2.googlesyndication.com;schema.org;stackoverflow.com;steamcommunity.com;t.me;twitter.com
2139,de76566533399523e32e00c400151ed45d3f8289466ffdeb,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,46782,True,False,latin_or_other,151829,crt.state.la.us;doa.louisiana.gov;lagoverpvendor.doa.louisiana.gov;legis.la.gov;sam.gov;smallbiz.louisianaeconomicdevelopment.com;wwwprd1.doa.louisiana.gov
2149,1773fa65b8a757407233f9855ab0cf9226031e48acd675c5,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,244,True,False,latin_or_other,37423,lccn.loc.gov
2175,a948431f35ec18b1f44e79a251e67dadb3dcf956e157a0de,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1948,True,False,latin_or_other,35281,embedinc.com
2177,6d657b3f712d01cd614dce64cc16aee23982de2984d78711,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,11235,True,False,latin_or_other,43111,andreas-klewe.de
2178,c17dd71b7306fbf066cb5ccd3aee689716fbff112991d477,books/literary/publisher,explicit_open_licence_marker,False,True,False,False,True,455,True,True,latin_or_other,155729,abs.gov.au;ascd.org;cats.mcri.edu.au;education.vic.gov.au;facebook.com;theconversation.com
2181,1c0c723999d3a92c9f0c773dc1964661f3e390dbb918f097,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1345,True,True,latin_or_other,26522,add.my.yahoo.com;buttons.googlesyndication.com;cbsnews.com;engadget.com;feeds.cbsnews.com;feeds.feedburner.com;fusion.google.com;indiatoday.feedsportal.com;live.com;myserver.com;netvibes.com;newsgator.com;odeo.com;pageflakes.com;podnova.com;pubsubhubbub.appspot.com;rssnamespace.org;search.yahoo.com;tkfiles.storage.msn.com;us.i1.yimg.com;w3.org;wwwimage.cbsnews.com
2183,1324dc69496dab4906a60028c64668208e877d6b0ffc0a3f,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,42472,True,False,han,42557,halwebb.com;vjpedu.com;zr218.com
2186,0f17af02ceb28bdbc82b0c8a8e9ca89a43ee7755cf7eea1b,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,3612,True,False,latin_or_other,45875,mthmusical.com;randomhouse.com
2203,d3df82a5269fee4c0b5ea5b6a9af4e1797d92551d86564d4,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,98751,True,False,latin_or_other,100745,ampersandart.com;briansullivanart.com;cantwellart.com;colourcraft-ltd.com;creativeartmaterials.com;danielsmith.com;decoart.com;goldenpaints.com;mixedmediamanic.blogspot.com;nancystandlee.blogspot.com;nancystandlee.com;panpastel.com;rangerink.com;roc-lon.com;sakuraofamerica.com;savoirfaire.com;stackpolebooks.com;strathmoreartist.com;triarcoarts.com;winsornewton.com
2211,e0a6deb27a13f5d1ae18e656810451c45fd6fc7295f76690,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,589,True,False,latin_or_other,64547,afe.easia.columbia.edu;agakhanmuseum.org;amnh.org;artic.edu;artmuseum.princeton.edu;asia.si.edu;coldsibe-ria.org;grc.nasa.gov;lccn.loc.gov;mbam.qc.ca;metmuseum.org;mfa.org;rosenlinks.com
2215,515b82715a1bc468305459b0f12b56a617eeaad378813e94,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,22270,True,False,cyrillic,37191,
2220,76be5969804e61934f8f9f0d669b7cf5351c26e08799f4ca,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,30016,True,False,latin_or_other,34961,github.com;hm.baidu.com;pagead2.googlesyndication.com;schema.org;xiazemin.github.io
2226,beffb9441f668fe2ee5fcb436745de3d366a27b9a223388d,software/code/technical-QA,explicit_open_licence_marker,False,True,False,False,True,2480,True,False,latin_or_other,21856,angular.io;code.visualstudio.com;creativecommons.org;electronjs.org;github.com;hakim.se;i.creativecommons.org;lab.hakim.se;marketplace.visualstudio.com;nativescript.org;platform.linkedin.com;progressbg.net
2253,07bf65a8a32f79a49d110a890104d678f3c5f20bfa5edad6,books/literary/publisher,mixed_restrictive_and_open_or_public,True,True,False,False,True,42,True,False,latin_or_other,199777,bbs.ca.gov;bbs.ca.gov.if;bbs.ca.govthis;cdc.gov;medbd.ca.govthis;ncbi.nlm.nih.gov;pai-ca.org;psychboard.ca.govthis;socialworkers.org
2254,f4693f6ca7317a1094cb56a1ab5a94c35124f3c7da986053,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,44417,True,False,han,58993,ccgp.gov.cn;creditchina.gov.cn;zcygov.cn
2259,b5325cdc951922c54a956f982513ff11783f2a05ea2f5c1b,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,150,True,False,latin_or_other,50422,
2269,b63a08f56fa149e800594d0f0dcb61005067278d1def7d77,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,89235,links.penguinrandomhouse.com
2272,524272486c59b2b92d8e94c6193bc4ea655eec5bd49cb6a3,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,409,True,False,latin_or_other,40557,amherstmedia.com;brettflorens.com;dougbox.com;heathermagliarditiphotography.com;hernanphotography.com;jeneanmohrphotography.com;jlmcreative.com;photolyrical.com;portrait-photographer.blogspot.com;saltykissesphotography.com;texasphotographicworkshops.com;tracydorrphotography.com;weddingphotographer-amherstmedia.blogspot.com
2276,1a4c9d01b191983bd32e8e1d29df00ff3df406f2db88f262,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,34472,True,False,latin_or_other,37698,stmartins.com
2287,0b981582909563469dc376e43e34d14f67b328454b91c71b,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,96383,True,False,latin_or_other,97169,artistsnetwork.com
2289,c8f119d83f7ca9ef3f35b8088e23606ca07fcc3d49058c75,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,10190,True,False,latin_or_other,158549,asha.org;calipsoclient.com;capcsd.org;corequest.dshs.texas.gov;international.unt.edu;tdlr.texas.gov;texreg.sos.state.tx.us
2291,44dcd32dacf5e95d121876dcec2c3b770505cfd79c61d6ea,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,380,True,False,han,68274,pep.com.cn
2299,3d2fc8aa98a04bad4b472e2788ce23ea99fdac83cd035b04,books/literary/publisher,mixed_restrictive_and_open_or_public,True,True,False,False,True,1904,True,False,latin_or_other,89500,beagleboard.org;beaglebone.org;cgdave.github.io;debian.beagleboard.org;en.wikipedia.org;fedorahosted.org;github.com;howtoforge.com;lighttpd.net;nonoo.hu;packtpub.com;php.net;redmine.lighttpd.net;shrkey.com;sourceforge.net;www2.packtpub.com
2307,7020d44db0a919c2c644d02ee8a381d9a4274df0cf487ea3,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,468,True,False,latin_or_other,202426,corescholar.libraries.wright.edu;doe.virgini.gov;ecfr.gov;gpo.gov;learningandtheadolescentmind.org;ncd.gov;ritter.tea.state.tx.us;tea.state.tx.us;tx.pearsonaccess.com;www2.ed.gov
2322,97057ad69f67aa39bbe4eba6645bd525aeed491ef7fbbb13,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,729,True,False,latin_or_other,93762,arcadiapublishing.com;imagesofamerica.com
2323,4525d3a0dd22404d54edfba68dfc4a0e92319bb8cab5491c,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1192,True,False,latin_or_other,81923,gooseberrypatch.com
2330,fa1df35a3e8f75cd430e65af81b2d868b0da1153ef0f0de4,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,46832,True,False,latin_or_other,47352,
2358,6ba4f17b2f269e8ca569baf41fe75de3cf58aae228730d25,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,811,True,False,latin_or_other,48788,
2368,e8b0387ec879542e08746c289cdba40255df09c73bd2a69b,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,116801,True,True,latin_or_other,184036,acmaweb.org;annfammed.org
2371,39a134426732007794e1d8a298b6fefc3b38d1d28c864d66,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,64953,True,False,latin_or_other,161657,hyperwave.eskom.co.za;worldweatheronline.com;zendto.eskom.co.za
2382,3cf517da1ce945b10b25a8bf06529f228faabc66cfa97eb3,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,953,True,False,latin_or_other,73169,marthapullen.com
2387,f2313264f7650cc2d14b68742c0c3a7a95156f715e634376,scholarly/research,explicit_open_licence_marker,False,True,False,False,True,4152,True,False,latin_or_other,73340,dx.doi.org
2390,84934a5ed93e5e74281c1c6bf3cd85511437c51ce2987a1a,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,40933,True,False,latin_or_other,41537,beacon.org
2400,6c3f02b6574e21a33afdb8fc1560dfd7217d0cc4e8082dd4,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,325,True,True,latin_or_other,38054,
2406,2a187e68791b6f50f771c5f791b4e3ed61ac754ebc1df25e,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,27,True,False,latin_or_other,24164,
2414,51ec317e130c9d33c2296ecad6fef48054d42461b76b918a,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,33552,True,True,han,33797,
2417,6ac871ea998adca34afcd233ba2ba7c5d35ccd765332daed,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,126,True,False,latin_or_other,64831,babelcube.com;babelcubebooks.com;facebook.com;writerkristenjames.com
2433,a407ad8b228aafbcde6e4a248a17b10a03e9db7d068c8b90,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,46477,True,True,latin_or_other,46590,financialexpress.com;telegraph.co.uk
2436,c002b50e470c53fcf0930a6adb43481d0ae867fec5f9a16a,software/code/technical-QA,explicit_restrictive_notice,True,False,False,False,True,37382,True,False,latin_or_other,37591,apache.org;commons.apache.org;docs.oracle.com;w3.org
2439,864c93cc2fc513873854bcf3ed3744c95673d84b4e55c80a,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,3134,True,False,latin_or_other,71356,coppercanyonpress.org
2456,828af11b674f14bcfdffdefa37415d98e29e2d075b151e85,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,18128,True,False,han,53090,hlyzztb.com
2471,948dc7aec1beb9fbe46b9b6bf40c81c52bbed377169f54b4,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,6635,True,False,latin_or_other,29036,dimetapp.com;mucinex.com;robitussin.com;stopmedicineabuse.org;supervalu-ourownbrands.com;supervalue-ourownbrands.com;theraflu.com;vicks.com
2472,8cbed219cbc4c49d4f39a552cce0614dbafc562e9d457926,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,18715,True,False,han,56752,njcb.com.cn;sse.com.cn
2475,43fd4f33d1c333901590ad6d8a22324f12135663ba57c038,scholarly/research,explicit_open_licence_marker,False,True,False,False,True,683,True,False,latin_or_other,36849,
2481,ab63ce95f5951e0ac06515414d57cdda21799b9ba1421fd0,scholarly/research,explicit_public_domain_marker,False,False,True,False,True,6380,True,False,latin_or_other,165653,abcnews.go.com;aclu.org;advocate.com;bangladeshobserveronline.com;boston.com;cnn.com;int.iol.co.za;interfax.ru;outlookindia.com;saveourcivilliberties.org;scholarship.law.cornell.edu;starbulletin.com;tsn.ca;vex.net;washingtonpost.com;ww.freerepublic.com
2487,e449e717c603b81102b0f9492c5919fcc32c830af22ac6de,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,40828,True,False,latin_or_other,46359,boost.org
2490,0f3b00e252885b1ea2f177f57338a8383c722c1020c0c307,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1765,True,False,latin_or_other,63941,authortracker.com;harpercollins.co.nz;harpercollinsebooks.ca;harpercollinsebooks.co.uk;harpercollinsebooks.com;harpercollinsebooks.com.au;poems.com
